name,calories,carbs,fat,restaurant,category
A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
A&W® Diet Root Beer,0,0.0,0,A&W Restaurants,Drinks
A&W® Root Beer,160,43.0,0,A&W Restaurants,Drinks
A&W® Root Beer,220,58.0,0,A&W Restaurants,Drinks
A&W® Root Beer,270,72.0,0,A&W Restaurants,Drinks
A&W® Root Beer,440,116.0,0,A&W Restaurants,Drinks
A&W® Root Beer,880,232.0,0,A&W Restaurants,Drinks
A&W® Root Beer,1760,464.0,0,A&W Restaurants,Drinks
Blue Raspberry Slushee,270,67.0,0,A&W Restaurants,Drinks
Blue Raspberry Slushee,370,91.0,0,A&W Restaurants,Drinks
Blue Raspberry Slushee,570,142.0,0,A&W Restaurants,Drinks
Blue Raspberry Slushee,740,182.0,0,A&W Restaurants,Drinks
Cherry Limeade,190,51.0,0,A&W Restaurants,Drinks
Cherry Limeade,300,79.0,0,A&W Restaurants,Drinks
Cherry Limeade,340,90.0,0,A&W Restaurants,Drinks
Cherry Limeade,530,138.0,0,A&W Restaurants,Drinks
Cherry Slushee,330,83.0,0,A&W Restaurants,Drinks
Cherry Slushee,450,112.0,0,A&W Restaurants,Drinks
Cherry Slushee,570,141.0,0,A&W Restaurants,Drinks
Cherry Slushee,900,224.0,0,A&W Restaurants,Drinks
Lemon Slushee,330,82.0,0,A&W Restaurants,Drinks
Lemon Slushee,440,110.0,0,A&W Restaurants,Drinks
Lemon Slushee,560,139.0,0,A&W Restaurants,Drinks
Lemon Slushee,890,221.0,0,A&W Restaurants,Drinks
Lime Slushee,280,69.0,0,A&W Restaurants,Drinks
Lime Slushee,380,94.0,0,A&W Restaurants,Drinks
Lime Slushee,480,119.0,0,A&W Restaurants,Drinks
Lime Slushee,770,188.0,0,A&W Restaurants,Drinks
Limeade,140,38.0,0,A&W Restaurants,Drinks
Limeade,210,55.0,0,A&W Restaurants,Drinks
Limeade,250,66.0,0,A&W Restaurants,Drinks
Limeade,390,103.0,0,A&W Restaurants,Drinks
Strawberry Limeade,230,58.0,0,A&W Restaurants,Drinks
Strawberry Limeade,290,75.0,0,A&W Restaurants,Drinks
Strawberry Limeade,420,105.0,0,A&W Restaurants,Drinks
Strawberry Limeade,560,143.0,0,A&W Restaurants,Drinks
Watermelon Slushee,270,73.0,0,A&W Restaurants,Drinks
Watermelon Slushee,360,99.0,0,A&W Restaurants,Drinks
Watermelon Slushee,460,124.0,0,A&W Restaurants,Drinks
Watermelon Slushee,720,197.0,0,A&W Restaurants,Drinks
Applebee’s Limeades,130,59.0,0,Applebee's,Drinks
Frozen Lemonades,255,64.0,0,Applebee's,Drinks
Coffee (16oz),0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
Coffee (22oz),0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
"Sweet Iced Tea (16oz, with ice)",70,18.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
"Sweet Iced Tea (22oz, with ice)",100,25.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
"Sweet Iced Tea (32oz, with ice)",150,37.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
"Unsweetened Iced Tea (16oz, with ice)",0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
"Unsweetened Iced Tea (22oz, with ice)",0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
"Unsweetened Iced Tea (32oz, with ice)",0,0.0,0,Bojangle's Famous Chicken 'n Biscuits,Drinks
Fanta Cherry frozen concentrated beverage,110,31.0,0,Burger King,Drinks
Fanta Cherry frozen concentrated beverage,140,40.0,0,Burger King,Drinks
Fresh Brewed Iced Tea,5,,0,Carl's Jr.,Drinks
Fresh Brewed Iced Tea,5,,0,Carl's Jr.,Drinks
Fresh Brewed Iced Tea,10,,0,Carl's Jr.,Drinks
Fresh Brewed Iced Tea,10,,0,Carl's Jr.,Drinks
Chick-fil-A® Diet Lemonade,20,6.0,0,Chick-fil-A,Drinks
Chick-fil-A® Lemonade,230,61.0,0,Chick-fil-A,Drinks
Iced Tea – Sweetened,130,32.0,0,Chick-fil-A,Drinks
Iced Tea – Unsweetened,0,0.0,0,Chick-fil-A,Drinks
Sweet Tea – Large,360,90.0,0,Church's,Drinks
Sweet Tea – Medium,270,68.0,0,Church's,Drinks
Sweet Tea – Small,190,48.0,0,Church's,Drinks
Unsweet Tea – Large,0,0.0,0,Church's,Drinks
Unsweet Tea – Medium,0,0.0,0,Church's,Drinks
Unsweet Tea – Small,0,0.0,0,Church's,Drinks
Frozen Mango Lemonade – VG,350,91.0,0,Corner Bakery Cafe,Drinks
Frozen Mango Lemonade – VG,700,182.0,0,Corner Bakery Cafe,Drinks
Frozen Mango Pomegranate Swirl – VG,320,83.0,0,Corner Bakery Cafe,Drinks
Frozen Mango Pomegranate Swirl – VG,640,166.0,0,Corner Bakery Cafe,Drinks
Frozen Pomegranate Lemonade – VG,290,75.0,0,Corner Bakery Cafe,Drinks
Frozen Pomegranate Lemonade – VG,580,150.0,0,Corner Bakery Cafe,Drinks
"Arctic Rush Float, All Flavors – Large",550,108.0,9,Dairy Queen,Drinks
"Arctic Rush Float, All Flavors – Medium",420,82.0,7,Dairy Queen,Drinks
"Arctic Rush Float, All Flavors – Small",330,65.0,6,Dairy Queen,Drinks
"Arctic Rush Freeze, All Flavors – Large",610,107.0,15,Dairy Queen,Drinks
"Arctic Rush Freeze, All Flavors – Medium",470,80.0,12,Dairy Queen,Drinks
"Arctic Rush Freeze, All Flavors – Small",380,65.0,10,Dairy Queen,Drinks
"Arctic Rush, All Flavors – Large",350,70.0,0,Dairy Queen,Drinks
"Arctic Rush, All Flavors – Medium",260,53.0,0,Dairy Queen,Drinks
"Arctic Rush, All Flavors – Small",210,41.0,0,Dairy Queen,Drinks
"Lemonade Chiller, Classic, Large",600,143.0,0,Dairy Queen,Drinks
"Lemonade Chiller, Classic, Medium",380,87.0,0,Dairy Queen,Drinks
"Lemonade Chiller, Classic, Small",250,55.0,0,Dairy Queen,Drinks
"Lemonade Chiller, Strawberry, Large",680,161.0,0,Dairy Queen,Drinks
"Lemonade Chiller, Strawberry, Medium",420,96.0,0,Dairy Queen,Drinks
"Lemonade Chiller, Strawberry, Small",280,64.0,0,Dairy Queen,Drinks
OJ Strawberry Mango,250,62.0,0,Denny's,Drinks
Pacific Chiller,210,54.0,0,Denny's,Drinks
Pineapple Dream™,180,47.0,0,Denny's,Drinks
Strawberry Lemonade,200,50.0,0,Denny's,Drinks
Strawberry Mango Pucker™,220,56.0,0,Denny's,Drinks
Italian Lemon Ice – Medium,250,65.0,0,Fazoli's,Drinks
Italian Lemon Ice – Small,170,46.0,0,Fazoli's,Drinks
Italian Lemon Ice with Peach,370,97.0,0,Fazoli's,Drinks
Italian Lemon Ice with Strawberry,270,70.0,0,Fazoli's,Drinks
Italian Lemon Ice with Wildberry,340,90.0,0,Fazoli's,Drinks
Fresh Brewed Iced Tea Sweetened,96,24.0,0,Golden Chick,Drinks
Fresh Brewed Iced Tea Unsweetened,2,0.0,0,Golden Chick,Drinks
Minute Maid Raspberry Lemonade,101,27.0,0,Golden Chick,Drinks
"Apple Juice, 10 fl oz",120,29.0,0,IHOP,Drinks
"Apple Juice, 12 fl oz (Kid’s Cup)",150,36.0,0,IHOP,Drinks
"Apple Juice, 16 fl oz",210,51.0,0,IHOP,Drinks
"Apple Juice, Carafe",480,116.0,0,IHOP,Drinks
"Cranberry Juice, 10 fl oz",130,33.0,0,IHOP,Drinks
"Cranberry Juice, 12 fl oz (Kid’s Cup)",160,41.0,0,IHOP,Drinks
"Cranberry Juice, 16 fl oz",230,58.0,0,IHOP,Drinks
"Cranberry Juice, Carafe",520,132.0,0,IHOP,Drinks
"Grapefruit Juice, 10 fl oz",120,30.0,0,IHOP,Drinks
"Grapefruit Juice, 12 fl oz (Kid’s Cup)",150,38.0,0,IHOP,Drinks
"Grapefruit Juice, 16 fl oz",210,53.0,0,IHOP,Drinks
"Grapefruit Juice, Carafe",480,120.0,0,IHOP,Drinks
Herbal Tea,0,2.0,0,IHOP,Drinks
Hot Chocolate,290,35.0,13,IHOP,Drinks
Hot Tea,5,0.0,0,IHOP,Drinks
"Iced Tea, 10 fl oz",5,2.0,0,IHOP,Drinks
"Iced Tea, 12 fl oz (Kid’s Cup)",5,2.0,0,IHOP,Drinks
"Iced Tea, 16 fl oz",10,2.0,0,IHOP,Drinks
Chocolate Lowfat Milk Chug 1%,180,30.0,2,Jack in the Box,Drinks
"Flavored Iced Tea, Mango 24 fl oz.",80,21.0,0,Jack in the Box,Drinks
"Flavored Iced Tea, Peach 24 fl oz.",80,20.0,0,Jack in the Box,Drinks
"Flavored Iced Tea, Raspberry 24 fl oz.",80,21.0,0,Jack in the Box,Drinks
Reduced Fat Milk Chug 2%*,120,12.0,4,Jack in the Box,Drinks
Iced Tea,2,0.0,0,Jimmy Johns,Drinks
Iced Tea,4,0.0,0,Jimmy Johns,Drinks
Lemonade,242,65.0,0,Jimmy Johns,Drinks
Lemonade,388,104.0,0,Jimmy Johns,Drinks
Light Lemonade,12,2.0,0,Jimmy Johns,Drinks
Light Lemonade,20,4.0,0,Jimmy Johns,Drinks
Raspberry Iced Tea,195,52.0,0,Jimmy Johns,Drinks
Raspberry Iced Tea,312,84.0,0,Jimmy Johns,Drinks
Hot Chocolate,300,41.0,12,McDonald's,Drinks
Hot Chocolate,380,53.0,15,McDonald's,Drinks
Hot Chocolate,460,63.0,18,McDonald's,Drinks
Hot Chocolate with Nonfat Milk,250,43.0,5,McDonald's,Drinks
Hot Chocolate with Nonfat Milk,310,55.0,6,McDonald's,Drinks
Hot Chocolate with Nonfat Milk,390,68.0,6,McDonald's,Drinks
Brewed Tea – Acai,0,0.0,0,Panera Bread,Drinks
Brewed Tea – Black,0,0.0,0,Panera Bread,Drinks
Brewed Tea- Acai,0,0.0,0,Panera Bread,Drinks
Brewed Tea- Black,0,0.0,0,Panera Bread,Drinks
Caramel,600,97.0,22,Panera Bread,Drinks
Hot Chocolate,380,50.0,16,Panera Bread,Drinks
Iced Chai Tea Latte,160,26.0,3,Panera Bread,Drinks
Iced Infused Green Tea (with passionfruit & papaya),130,33.0,0,Panera Bread,Drinks
Lemonade,160,41.0,0,Panera Bread,Drinks
Low Fat Cranberry Orange Smoothie,300,65.0,1,Panera Bread,Drinks
Low Fat Mango Smoothie,230,51.0,1,Panera Bread,Drinks
Low Fat Strawberry Smoothie with Ginseng,260,59.0,1,Panera Bread,Drinks
Low Fat Wild Berry Smoothie,290,67.0,1,Panera Bread,Drinks
Mango,330,61.0,10,Panera Bread,Drinks
Mocha,570,94.0,20,Panera Bread,Drinks
Orange Juice – Large,200,46.0,0,Panera Bread,Drinks
Orange Juice – Small,110,26.0,0,Panera Bread,Drinks
Organic Apple Juice,120,29.0,0,Panera Bread,Drinks
Organic Chocolate Milk,170,25.0,5,Panera Bread,Drinks
Organic Milk,120,12.0,4,Panera Bread,Drinks
Absolut Lemonade,202,31.0,0,Red Robin Gourmet Burgers,Drinks
Absolutely Absolut Freckled Lemonade,350,39.0,0,Red Robin Gourmet Burgers,Drinks
Bailey’s Irish Cream Shake,381,40.0,17,Red Robin Gourmet Burgers,Drinks
Banana Daiquiri,353,66.0,0,Red Robin Gourmet Burgers,Drinks
Cherry Lime Flip,260,43.0,0,Red Robin Gourmet Burgers,Drinks
Classic Mojito,240,40.0,0,Red Robin Gourmet Burgers,Drinks
Electric Watermelon,360,47.0,0,Red Robin Gourmet Burgers,Drinks
Flat On Your Beak,280,31.0,0,Red Robin Gourmet Burgers,Drinks
Freckled Lemonade,126,32.0,0,Red Robin Gourmet Burgers,Drinks
Freckled Lemonade Light,68,17.0,0,Red Robin Gourmet Burgers,Drinks
Gold Margarita – Frozen,169,18.0,0,Red Robin Gourmet Burgers,Drinks
Gold Margarita – Mango,390,74.0,0,Red Robin Gourmet Burgers,Drinks
Gold Margarita – Peach,274,45.0,0,Red Robin Gourmet Burgers,Drinks
Gold Margarita – Raspberry,463,67.0,0,Red Robin Gourmet Burgers,Drinks
Gold Margarita – Rocks,174,20.0,0,Red Robin Gourmet Burgers,Drinks
Gold Margarita – Strawberry,203,25.0,0,Red Robin Gourmet Burgers,Drinks
Nuclear Ice Tea,280,24.0,0,Red Robin Gourmet Burgers,Drinks
One Great Margarita – Peach,291,48.0,0,Red Robin Gourmet Burgers,Drinks
One Great Margarita – Raspberry,576,83.0,0,Red Robin Gourmet Burgers,Drinks
One Great Margarita – Rocks,191,22.0,0,Red Robin Gourmet Burgers,Drinks
One Great Margarita – Strawberry,251,36.0,0,Red Robin Gourmet Burgers,Drinks
One Great Margarita-Frozen,197,24.0,0,Red Robin Gourmet Burgers,Drinks
One Great Margarita-Mango,395,73.0,0,Red Robin Gourmet Burgers,Drinks
Peach Daiquiri,255,45.0,0,Red Robin Gourmet Burgers,Drinks
Peach Iced Tea,103,26.0,0,Red Robin Gourmet Burgers,Drinks
Platinum Patron Margarita,180,19.0,0,Red Robin Gourmet Burgers,Drinks
Pomegranate Iced Tea,96,23.0,0,Red Robin Gourmet Burgers,Drinks
Raspberry Daiquiri,550,82.0,0,Red Robin Gourmet Burgers,Drinks
Raspberry Iced Tea,103,26.0,0,Red Robin Gourmet Burgers,Drinks
Sand In Your Shorts,357,51.0,0,Red Robin Gourmet Burgers,Drinks
Screaming Red Zombie,280,32.0,0,Red Robin Gourmet Burgers,Drinks
Strawberry Daiquiri,225,35.0,0,Red Robin Gourmet Burgers,Drinks
Strawberry Lemon Vojito,240,29.0,0,Red Robin Gourmet Burgers,Drinks
T.N.T.,240,28.0,0,Red Robin Gourmet Burgers,Drinks
Beer – 12 Ounces,150,11.0,0,Romano's Macaroni Grill,Drinks
Bellini Cipriani,120,7.0,0,Romano's Macaroni Grill,Drinks
Blood Orange Cosmo,200,14.0,0,Romano's Macaroni Grill,Drinks
Blood Orange Italian Soda,130,31.0,0,Romano's Macaroni Grill,Drinks
Coffee,0,0.0,0,Romano's Macaroni Grill,Drinks
Cranberry Orange Spritz,140,36.0,0,Romano's Macaroni Grill,Drinks
Ginger Root Soda,150,36.0,2,Romano's Macaroni Grill,Drinks
Italian Mojito,290,33.0,0,Romano's Macaroni Grill,Drinks
Light Beer – 12 Ounces,110,7.0,0,Romano's Macaroni Grill,Drinks
Limonata Nojito,170,47.0,0,Romano's Macaroni Grill,Drinks
Margarita Prima,440,52.0,0,Romano's Macaroni Grill,Drinks
Minute Maid® Lemonade,150,46.0,0,Romano's Macaroni Grill,Drinks
Perfect Martini,290,4.0,3,Romano's Macaroni Grill,Drinks
Pomegranate Italian Soda,130,31.0,0,Romano's Macaroni Grill,Drinks
San Pellegrino® Sparkling Mineral Water,0,0.0,0,Romano's Macaroni Grill,Drinks
Sorrento Lemonade,390,35.0,0,Romano's Macaroni Grill,Drinks
White Peach Italian Soda,130,31.0,0,Romano's Macaroni Grill,Drinks
Wine – 6 Ounces,150,5.0,0,Romano's Macaroni Grill,Drinks
Berry Fusion,148,5.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Blackberry,203,9.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Blackberry,203,9.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Mixed Berry,203,8.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Pomegranate,195,12.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Pomegranate,195,12.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Raspberry,199,8.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Raspberry,199,8.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Strawberry,206,16.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Strawberry,206,16.0,0,Ruby Tuesday,Drinks
Freshly Made Lemonade – Wild Berry,203,8.0,0,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Blackberry,142,10.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Blackberry,142,10.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Mango,94,9.0,3,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Mango,94,9.0,3,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Mixed Berry,142,9.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Peach,137,9.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Peach,137,9.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Raspberry,142,10.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Raspberry,142,10.0,2,Ruby Tuesday,Drinks
Handcrafted Fruit Tea – Wild Berry,142,9.0,2,Ruby Tuesday,Drinks
Peach Splash,152,9.0,0,Ruby Tuesday,Drinks
Peach Splash,152,9.0,0,Ruby Tuesday,Drinks
POM Tea,94,13.0,2,Ruby Tuesday,Drinks
POM Tea,94,13.0,2,Ruby Tuesday,Drinks
RT Palmer,105,15.0,2,Ruby Tuesday,Drinks
RT Palmer,105,15.0,2,Ruby Tuesday,Drinks
Berry Pomegranate Frutista Freeze®,310,75.0,0,Taco Bell,Drinks
Berry Pomegranate Frutista Freeze® 16 oz,250,62.0,0,Taco Bell,Drinks
Cherry Limeade Sparkler 20 oz,180,44.0,0,Taco Bell,Drinks
Cherry Limeade Sparkler 20 oz,270,66.0,0,Taco Bell,Drinks
Classic Limeade Sparkler 16 oz,150,39.0,0,Taco Bell,Drinks
Classic Limeade Sparkler 20 oz,230,60.0,0,Taco Bell,Drinks
Mango Strawberry Frutista Freeze®,300,75.0,0,Taco Bell,Drinks
Mango Strawberry Frutista Freeze® 16 oz,250,62.0,0,Taco Bell,Drinks
Strawberry Frutista Freeze®,280,70.0,0,Taco Bell,Drinks
Strawberry Frutista Freeze® 16 oz,230,57.0,0,Taco Bell,Drinks
A&W® Diet Root Beer Float (large),350,60.0,10,A&W Restaurants,Shakes
A&W® Diet Root Beer Float (medium),170,30.0,5,A&W Restaurants,Shakes
A&W® Diet Root Beer Float (small),170,30.0,5,A&W Restaurants,Shakes
A&W® Diet Root Beer Freeze (large),600,92.0,18,A&W Restaurants,Shakes
A&W® Diet Root Beer Freeze (medium),340,53.0,10,A&W Restaurants,Shakes
A&W® Diet Root Beer Freeze (small),260,39.0,8,A&W Restaurants,Shakes
A&W® Root Beer Float (large),640,136.0,10,A&W Restaurants,Shakes
A&W® Root Beer Float (medium),350,77.0,5,A&W Restaurants,Shakes
A&W® Root Beer Float (small),330,70.0,5,A&W Restaurants,Shakes
A&W® Root Beer Freeze (large),820,150.0,18,A&W Restaurants,Shakes
A&W® Root Beer Freeze (medium),480,89.0,10,A&W Restaurants,Shakes
A&W® Root Beer Freeze (small),370,68.0,8,A&W Restaurants,Shakes
Chocolate Milkshake (medium),880,125.0,36,A&W Restaurants,Shakes
Chocolate Milkshake (small),700,100.0,29,A&W Restaurants,Shakes
Orange Float (large),610,137.0,9,A&W Restaurants,Shakes
Orange Float (medium),340,81.0,4,A&W Restaurants,Shakes
Orange Float (small),320,74.0,4,A&W Restaurants,Shakes
Orange Freeze (medium),600,142.0,10,A&W Restaurants,Shakes
Orange Freeze (medium),970,223.0,18,A&W Restaurants,Shakes
Orange Freeze (small),450,108.0,8,A&W Restaurants,Shakes
Pineapple Banana Smoothee,400,85.0,6,A&W Restaurants,Shakes
Pineapple Banana Smoothee,480,104.0,6,A&W Restaurants,Shakes
Pineapple Banana Smoothee,750,160.0,10,A&W Restaurants,Shakes
Strawberry Banana Smoothee,390,78.0,6,A&W Restaurants,Shakes
Strawberry Banana Smoothee,420,86.0,6,A&W Restaurants,Shakes
Strawberry Banana Smoothee,680,137.0,10,A&W Restaurants,Shakes
Strawberry Milkshake (medium),840,113.0,36,A&W Restaurants,Shakes
Strawberry Milkshake (small),670,90.0,29,A&W Restaurants,Shakes
Strawberry Smoothee,360,70.0,6,A&W Restaurants,Shakes
Strawberry Smoothee,370,74.0,6,A&W Restaurants,Shakes
Strawberry Smoothee,610,121.0,10,A&W Restaurants,Shakes
Vanilla Milkshake (medium,900,121.0,39,A&W Restaurants,Shakes
Vanilla Milkshake (small),720,97.0,31,A&W Restaurants,Shakes
Decadent Shakes,915,109.0,46,Applebee's,Shakes
Chocolate Shake – Regular,570,98.0,15,Arby's,Shakes
Chocolate Shake – Small,450,75.0,12,Arby's,Shakes
Jamocha Oreo® Shake – Small,460,85.0,15,Arby's,Shakes
Jamocha Oreo® Swirl Shake – Regular,630,115.0,20,Arby's,Shakes
Jamocha Shake – Regular,570,97.0,15,Arby's,Shakes
Jamocha Shake – Small,440,75.0,12,Arby's,Shakes
Jr Chocolate Shake,350,60.0,9,Arby's,Shakes
Jr Jamocha Shake,350,60.0,9,Arby's,Shakes
Jr Vanilla Shake,290,45.0,9,Arby's,Shakes
Vanilla Shake – Regular,480,74.0,15,Arby's,Shakes
Vanilla Shake – Small,380,60.0,12,Arby's,Shakes
Chocolate Milk Shake,420,81.0,8,Burger King,Shakes
Chocolate Milk Shake,690,121.0,18,Burger King,Shakes
Chocolate Milk Shake,900,163.0,21,Burger King,Shakes
Strawberry Milk Shake,360,66.0,7,Burger King,Shakes
Strawberry Milk Shake,610,102.0,17,Burger King,Shakes
Strawberry Milk Shake,780,134.0,20,Burger King,Shakes
Vanilla Milk Shake,400,75.0,7,Burger King,Shakes
Vanilla Milk Shake,660,114.0,17,Burger King,Shakes
Vanilla Milk Shake,850,152.0,20,Burger King,Shakes
Chocolate Malt,760,,35,Carl's Jr.,Shakes
Chocolate Shake,690,,34,Carl's Jr.,Shakes
OREO® Cookie Malt,790,,39,Carl's Jr.,Shakes
OREO® Cookie Shake,720,,38,Carl's Jr.,Shakes
Strawberry Malt,760,,35,Carl's Jr.,Shakes
Strawberry Shake,690,,34,Carl's Jr.,Shakes
Vanilla Malt,770,,35,Carl's Jr.,Shakes
Vanilla Shake,700,,34,Carl's Jr.,Shakes
Frosty Chocolate Shake,690,92.0,33,Chili's,Shakes
"Malt, Banana – Large",860,134.0,27,Dairy Queen,Shakes
"Malt, Banana – Medium",670,102.0,22,Dairy Queen,Shakes
"Malt, Banana – Small",540,80.0,19,Dairy Queen,Shakes
"Malt, Caramel – Large",1080,178.0,31,Dairy Queen,Shakes
"Malt, Caramel – Medium",830,134.0,25,Dairy Queen,Shakes
"Malt, Caramel – Small",610,95.0,20,Dairy Queen,Shakes
"Malt, Cherry – Large",910,144.0,27,Dairy Queen,Shakes
"Malt, Cherry – Medium",710,112.0,22,Dairy Queen,Shakes
"Malt, Cherry – Small",560,83.0,19,Dairy Queen,Shakes
"Malt, Chocolate – Large",1020,171.0,32,Dairy Queen,Shakes
"Malt, Chocolate – Medium",790,130.0,26,Dairy Queen,Shakes
"Malt, Chocolate – Small",590,92.0,21,Dairy Queen,Shakes
"Malt, Hot Fudge – Large",1090,165.0,38,Dairy Queen,Shakes
"Malt, Hot Fudge – Medium",840,126.0,30,Dairy Queen,Shakes
"Malt, Hot Fudge – Small",620,90.0,22,Dairy Queen,Shakes
"Malt, Peanut Butter – Large",1350,143.0,72,Dairy Queen,Shakes
"Malt, Peanut Butter – Medium",1010,111.0,53,Dairy Queen,Shakes
"Malt, Peanut Butter – Small",700,83.0,34,Dairy Queen,Shakes
"Malt, Strawberry – Large",880,137.0,27,Dairy Queen,Shakes
"Malt, Strawberry – Medium",700,107.0,22,Dairy Queen,Shakes
"Malt, Strawberry – Small",550,81.0,19,Dairy Queen,Shakes
"Malt, Vanilla – Large",950,151.0,29,Dairy Queen,Shakes
"Malt, Vanilla – Medium",740,116.0,23,Dairy Queen,Shakes
"Malt, Vanilla – Small",580,89.0,19,Dairy Queen,Shakes
Groovy Mango,270,71.0,0,Denny's,Shakes
"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,74.0,28,Denny's,Shakes
"Milk Shakes (Vanilla, Chocolate or Strawberry)",610,74.0,28,Denny's,Shakes
Oreo® Blender Blaster™,890,113.0,44,Denny's,Shakes
Strawberry Banana Bliss,250,65.0,0,Denny's,Shakes
Sweet Georgia Peach,260,65.0,0,Denny's,Shakes
Chocolate Shake,590,72.0,29,In-N-Out Burger,Shakes
Strawberry Shake,590,81.0,27,In-N-Out Burger,Shakes
Vanilla Shake,580,67.0,31,In-N-Out Burger,Shakes
"Shake, Chocolate w/ Whipped Topping 16 oz.",800,101.0,38,Jack in the Box,Shakes
"Shake, Chocolate w/ Whipped Topping 24 oz.",1150,146.0,55,Jack in the Box,Shakes
"Shake, Oreo® Cookie w/ Whipped Topping 16 oz.",810,92.0,43,Jack in the Box,Shakes
"Shake, Oreo® Cookie w/ Whipped Topping 24 oz.",1170,134.0,61,Jack in the Box,Shakes
"Shake, Strawberry w/ Whipped Topping 16 oz.",780,95.0,38,Jack in the Box,Shakes
"Shake, Strawberry w/ Whipped Topping 24 oz.",1120,138.0,54,Jack in the Box,Shakes
"Shake, Vanilla w/ Whipped Topping 16 oz.",700,76.0,38,Jack in the Box,Shakes
"Shake, Vanilla w/ Whipped Topping 24 oz.",1000,109.0,54,Jack in the Box,Shakes
"Smoothie, Mango 16 fl oz.",290,72.0,0,Jack in the Box,Shakes
"Smoothie, Mango 16 oz.",290,72.0,0,Jack in the Box,Shakes
"Smoothie, Mango 24 fl oz.",450,114.0,0,Jack in the Box,Shakes
"Smoothie, Strawberry 16 fl oz.",270,67.0,0,Jack in the Box,Shakes
"Smoothie, Strawberry 16 oz.",270,67.0,0,Jack in the Box,Shakes
"Smoothie, Strawberry 24 fl oz.",400,99.0,0,Jack in the Box,Shakes
"Smoothie, Strawberry Banana 16 fl oz.",290,73.0,0,Jack in the Box,Shakes
"Smoothie, Strawberry Banana 16 oz.",290,73.0,0,Jack in the Box,Shakes
"Smoothie, Strawberry Banana 24 fl oz.",440,108.0,0,Jack in the Box,Shakes
Chocolate McCafe® Shake,580,94.0,17,McDonald's,Shakes
Chocolate McCafe® Shake,720,119.0,20,McDonald's,Shakes
Chocolate McCafe® Shake,880,147.0,24,McDonald's,Shakes
Chocolate Triple Thick® Shake,440,76.0,10,McDonald's,Shakes
Chocolate Triple Thick® Shake,580,102.0,14,McDonald's,Shakes
Chocolate Triple Thick® Shake,770,134.0,18,McDonald's,Shakes
Chocolate Triple Thick® Shake,1160,203.0,27,McDonald's,Shakes
Classic Banana Malt,471,73.0,18,Red Robin Gourmet Burgers,Shakes
Classic Banana Milkshake,378,59.0,15,Red Robin Gourmet Burgers,Shakes
Classic Chocolate Malt,509,83.0,18,Red Robin Gourmet Burgers,Shakes
Classic Chocolate Milkshake,437,71.0,16,Red Robin Gourmet Burgers,Shakes
Classic Mint Brownie Shake,479,66.0,24,Red Robin Gourmet Burgers,Shakes
Classic Peach Malt,471,73.0,18,Red Robin Gourmet Burgers,Shakes
Classic Peach Milkshake,378,59.0,15,Red Robin Gourmet Burgers,Shakes
Classic Raspberry Malt,666,99.0,18,Red Robin Gourmet Burgers,Shakes
Classic Raspberry Milkshake,271,33.0,15,Red Robin Gourmet Burgers,Shakes
Classic Rookie Magic Shake,586,83.0,27,Red Robin Gourmet Burgers,Shakes
Classic Strawberry Malt,426,62.0,18,Red Robin Gourmet Burgers,Shakes
Classic Strawberry Milkshake,334,48.0,15,Red Robin Gourmet Burgers,Shakes
Classic Vanilla Malt,414,60.0,18,Red Robin Gourmet Burgers,Shakes
Classic Vanilla Milkshake,323,45.0,15,Red Robin Gourmet Burgers,Shakes
